"id","user_id","message_id","title","seen","created_at","updated_at","content","archive_record_id"
"31","2","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.768472","2024-07-03 08:46:50.768472",NULL,NULL
"32","7","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.771673","2024-07-03 08:46:50.771673",NULL,NULL
"33","8","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.775263","2024-07-03 08:46:50.775263",NULL,NULL
"34","9","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.778516","2024-07-03 08:46:50.778516",NULL,NULL
"35","11","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.782157","2024-07-03 08:46:50.782157",NULL,NULL
"36","12","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.785882","2024-07-03 08:46:50.785882",NULL,NULL
"37","13","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.789171","2024-07-03 08:46:50.789171",NULL,NULL
"38","17","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.792429","2024-07-03 08:46:50.792429",NULL,NULL
"39","18","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.795889","2024-07-03 08:46:50.795889",NULL,NULL
"40","19","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.799362","2024-07-03 08:46:50.799362",NULL,NULL
"41","21","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.802706","2024-07-03 08:46:50.802706",NULL,NULL
"42","24","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.806041","2024-07-03 08:46:50.806041",NULL,NULL
"43","26","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.809254","2024-07-03 08:46:50.809254",NULL,NULL
"44","27","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.812288","2024-07-03 08:46:50.812288",NULL,NULL
"45","28","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.815309","2024-07-03 08:46:50.815309",NULL,NULL
"46","30","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.818383","2024-07-03 08:46:50.818383",NULL,NULL
"47","31","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.821738","2024-07-03 08:46:50.821738",NULL,NULL
"48","32","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.825327","2024-07-03 08:46:50.825327",NULL,NULL
"49","33","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.828904","2024-07-03 08:46:50.828904",NULL,NULL
"50","34","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.832054","2024-07-03 08:46:50.832054",NULL,NULL
"51","35","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.835271","2024-07-03 08:46:50.835271",NULL,NULL
"52","37","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.838584","2024-07-03 08:46:50.838584",NULL,NULL
"53","38","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",True,"2024-07-03 08:46:50.841886","2024-07-03 09:33:00.460099",NULL,NULL
"54","40","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.845443","2024-07-03 08:46:50.845443",NULL,NULL
"55","41","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.848814","2024-07-03 08:46:50.848814",NULL,NULL
"56","42","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.852143","2024-07-03 08:46:50.852143",NULL,NULL
"57","43","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.855455","2024-07-03 08:46:50.855455",NULL,NULL
"58","44","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.858431","2024-07-03 08:46:50.858431",NULL,NULL
"59","78","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.861549","2024-07-03 08:46:50.861549",NULL,NULL
"60","79","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.864933","2024-07-03 08:46:50.864933",NULL,NULL
"61","80","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.868965","2024-07-03 08:46:50.868965",NULL,NULL
"62","81","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.872426","2024-07-03 08:46:50.872426",NULL,NULL
"63","82","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.875671","2024-07-03 08:46:50.875671",NULL,NULL
"64","83","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.878867","2024-07-03 08:46:50.878867",NULL,NULL
"65","84","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.882075","2024-07-03 08:46:50.882075",NULL,NULL
"66","85","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.885512","2024-07-03 08:46:50.885512",NULL,NULL
"67","86","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.888952","2024-07-03 08:46:50.888952",NULL,NULL
"68","87","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.895577","2024-07-03 08:46:50.895577",NULL,NULL
"69","88","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.899331","2024-07-03 08:46:50.899331",NULL,NULL
"70","89","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.902672","2024-07-03 08:46:50.902672",NULL,NULL
"71","90","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.905913","2024-07-03 08:46:50.905913",NULL,NULL
"72","91","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.909279","2024-07-03 08:46:50.909279",NULL,NULL
"73","92","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.912324","2024-07-03 08:46:50.912324",NULL,NULL
"74","93","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.915098","2024-07-03 08:46:50.915098",NULL,NULL
"75","95","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.918024","2024-07-03 08:46:50.918024",NULL,NULL
"76","96","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.921035","2024-07-03 08:46:50.921035",NULL,NULL
"77","97","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.924027","2024-07-03 08:46:50.924027",NULL,NULL
"78","98","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.927374","2024-07-03 08:46:50.927374",NULL,NULL
"79","99","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.930859","2024-07-03 08:46:50.930859",NULL,NULL
"80","100","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.934178","2024-07-03 08:46:50.934178",NULL,NULL
"81","101","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.937515","2024-07-03 08:46:50.937515",NULL,NULL
"82","102","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.940385","2024-07-03 08:46:50.940385",NULL,NULL
"83","103","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.943733","2024-07-03 08:46:50.943733",NULL,NULL
"84","104","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.946852","2024-07-03 08:46:50.946852",NULL,NULL
"85","105","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.950189","2024-07-03 08:46:50.950189",NULL,NULL
"86","106","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.953584","2024-07-03 08:46:50.953584",NULL,NULL
"87","107","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.957002","2024-07-03 08:46:50.957002",NULL,NULL
"88","108","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.960051","2024-07-03 08:46:50.960051",NULL,NULL
"89","109","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.963457","2024-07-03 08:46:50.963457",NULL,NULL
"90","110","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.96671","2024-07-03 08:46:50.96671",NULL,NULL
"91","111","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.970191","2024-07-03 08:46:50.970191",NULL,NULL
"92","112","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.973633","2024-07-03 08:46:50.973633",NULL,NULL
"93","113","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.97661","2024-07-03 08:46:50.97661",NULL,NULL
"94","114","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.979447","2024-07-03 08:46:50.979447",NULL,NULL
"95","115","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.982262","2024-07-03 08:46:50.982262",NULL,NULL
"96","116","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.985453","2024-07-03 08:46:50.985453",NULL,NULL
"97","117","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.988394","2024-07-03 08:46:50.988394",NULL,NULL
"98","118","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.991524","2024-07-03 08:46:50.991524",NULL,NULL
"99","119","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.994509","2024-07-03 08:46:50.994509",NULL,NULL
"100","120","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:50.997583","2024-07-03 08:46:50.997583",NULL,NULL
"101","121","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.000677","2024-07-03 08:46:51.000677",NULL,NULL
"102","122","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",True,"2024-07-03 08:46:51.003608","2024-07-03 10:15:10.150212",NULL,NULL
"103","123","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.006806","2024-07-03 08:46:51.006806",NULL,NULL
"104","124","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.009757","2024-07-03 08:46:51.009757",NULL,NULL
"105","125","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.012786","2024-07-03 08:46:51.012786",NULL,NULL
"106","126","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.015813","2024-07-03 08:46:51.015813",NULL,NULL
"107","127","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.018996","2024-07-03 08:46:51.018996",NULL,NULL
"108","128","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.021972","2024-07-03 08:46:51.021972",NULL,NULL
"109","129","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.024863","2024-07-03 08:46:51.024863",NULL,NULL
"110","130","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.027637","2024-07-03 08:46:51.027637",NULL,NULL
"111","131","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.030622","2024-07-03 08:46:51.030622",NULL,NULL
"112","132","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.033622","2024-07-03 08:46:51.033622",NULL,NULL
"113","133","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.03651","2024-07-03 08:46:51.03651",NULL,NULL
"114","134","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.039402","2024-07-03 08:46:51.039402",NULL,NULL
"115","167","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.042249","2024-07-03 08:46:51.042249",NULL,NULL
"116","168","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.045075","2024-07-03 08:46:51.045075",NULL,NULL
"117","169","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.047797","2024-07-03 08:46:51.047797",NULL,NULL
"118","170","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.050835","2024-07-03 08:46:51.050835",NULL,NULL
"119","171","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.053654","2024-07-03 08:46:51.053654",NULL,NULL
"120","172","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.056529","2024-07-03 08:46:51.056529",NULL,NULL
"121","173","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",True,"2024-07-03 08:46:51.059433","2024-07-04 12:11:47.872953",NULL,NULL
"122","174","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.062555","2024-07-03 08:46:51.062555",NULL,NULL
"123","175","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.065678","2024-07-03 08:46:51.065678",NULL,NULL
"124","176","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.068745","2024-07-03 08:46:51.068745",NULL,NULL
"125","177","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.071554","2024-07-03 08:46:51.071554",NULL,NULL
"126","178","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.074594","2024-07-03 08:46:51.074594",NULL,NULL
"127","179","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.077508","2024-07-03 08:46:51.077508",NULL,NULL
"128","180","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.080751","2024-07-03 08:46:51.080751",NULL,NULL
"129","181","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.084238","2024-07-03 08:46:51.084238",NULL,NULL
"130","182","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.087225","2024-07-03 08:46:51.087225",NULL,NULL
"131","183","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.090594","2024-07-03 08:46:51.090594",NULL,NULL
"132","184","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.09367","2024-07-03 08:46:51.09367",NULL,NULL
"133","185","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.096834","2024-07-03 08:46:51.096834",NULL,NULL
"134","186","10","المنصة التوعوية للتعريف بالتعديلات على نظامي التقاعد المدني والتأمينات الاجتماعية",False,"2024-07-03 08:46:51.099694","2024-07-03 08:46:51.099694",NULL,NULL
